title,medium,composition_date,composition_date_value,image,copies,bad_id,info,info_filename,virtual,virtual_objects,preview,preview_copies
Illustrations to Gray's Poems,wc,c. 1797-98,1797,but335.1.1.wc.100.jpg,but335.1,but335,"<p>The 116 water-color illustrations to Thomas Gray's poems are among Blake's major achievements as an illustrator. They were commissioned in 1797 by Blake's friend, the sculptor John Flaxman, as a gift for his wife Ann, to whom Blake addressed the poem that ends the series. The commission may have been inspired by the Flaxmans' seeing Blake's water-color designs to Edward Young's <i>Night Thoughts</i>, begun in 1795. The Gray illustrations follow the same basic format. Blake cut windows in large sheets of the same type of Whatman paper used for the <i>Night Thoughts</i> illustrations and mounted in these windows the texts of Gray's poems from a 1790 octavo edition published by John Murray, leaving out some prefatory materials, fly-titles, the notes, and the 7 engraved illustrations. Blake then drew and colored his designs surrounding the letterpress texts. On blank versos near the beginning of each poem, and in one case on a separate piece of paper pasted over letterpress text, Blake inscribed with pen and ink either titles for each design or quotations from the poem to indicate the passage illustrated. On most text pages, Blake also drew a pencil cross left of the first line of the illustrated passage. He numbered most leaves consecutively in pen and ink, beginning a new sequence for each of the 13 poems.</p><p>Blake conceived of his work as an illustrated book, rather than a series of unbound designs, as indicated by his offsetting Gray's texts above and to the right (left on versos) from the middle of each leaf&mdash;then the convention for all letterpress books. Although listed by William Michael Rossetti in his catalogue of Blake's drawings and paintings, published in the 1863 and 1880 editions of Alexander Gilchrist's <i>Life of William Blake</i>, the Gray illustrations were virtually unknown until their rediscovery by Herbert Grierson in 1919.</p><p>Blake's illustrations respond to Gray's poems in a variety of ways, but always with respect for the specifics in the text. Many motifs are visualizations&mdash;and hence literalizations&mdash;of Gray's metaphoric images. The Gray illustrations share iconographic and stylistic similarities with the <i>Night Thoughts</i> designs; both series are indebted to the pictorial imagery Blake developed in his illuminated books of the early- and mid-1790s. For the more comic passages in Gray's poems, Blake deployed a broad, almost caricature-like style. Many of the designs emphasize the imagination at work in the world through inspired acts of reading, writing, and performing music. </p>",but335.info.xml,0,,0,
Paintings Illustrating the Bible,paint,c. 1799-1803,1799,biblicaltemperas.jpg,,biblicaltemperas,"<p>The Bible had an enormous influence on Blake's work as both artist and poet.  Among his many and complex responses to that text is a group of paintings he created for his patron Thomas Butts, beginning in 1799.  Most were executed in that year and the next, but at least three were probably completed while Blake was in Felpham, 1802 and 1803.  Fifty-three of these ""cabinet paintings"" (as small works of this type were called in Blake's time) have been recorded.  Only thirty are now traceable, seven based on the Old Testament and the remainder on the New.</p><p>The medium of these paintings, now generally called ""tempera,"" is water-based with a glue and/or gum binder.  Blake applied his pigments in multiple layers, including intervening applications of transparent glue or gum.  Outlines were often reinforced with black ink and the finished compositions glazed with glue.  Blake was probably trying to create jewel-like paintings; in his <i>Descriptive Catalogue</i> of 1809, he compared them to ""enamels"" and ""precious stones"" (Erdman page 531).  He never used the word ""tempera"" but called his medium ""fresco""&mdash;a term that recalls Renaissance wall paintings&mdash;and claimed that he had invented the new genre of ""portable Fresco"" (<i>Exhibition of Paintings in Fresco</i>, Erdman pages 527), an alternative to paintings in oil.  Most were executed on canvas, but three are on copper and one (<i>The Agony in the Garden</i>) is on tinned iron.</p><p>Unfortunately, Blake's medium was inherently unstable.  The pigment layers expanded and contracted at different rates.  Almost all his temperas of 1799-1803 show considerable surface cracking and other defects; many have been repaired at least once.  Some, such as <i>The Miracle of the Loaves and Fishes</i>, have been over-painted in ways that misrepresent Blake's original work.</p><p>Blake's biblical temperas of 1799-1803 can be divided into two groups according to size.  Most are approximately 27 x 38 cm., but five of the extant paintings measure about 32.5 x 49.5 cm.  The works in the larger size illustrate the life of Christ and may form their own series.  The four paintings of the Evangelists (two extant) may constitute another sub-category. </p><p>Most of the biblical passages illustrated by these paintings are associated with long-standing iconographic conventions.  Blake appears to have been aware of these traditions, probably learned through reproductive engravings.  Blake's <i>Lot and His Daughters</i> is strikingly similar to Rubens' painting of the scene.  Although Matthew 2.14 does not indicate that Joseph, Mary, and Jesus were accompanied by guardian angels and putti in their journey to Egypt, Blake's <i>The Flight into Egypt</i> includes such figures in accord with many representations of the event from the fifteenth through the eighteenth centuries.</p><p>The paintings are arranged here according to the biblical texts illustrated.  Some of the subjects, including <i>The Christ Child Asleep on a Cross</i>, <i>The Body of Christ Borne to the Tomb</i>, and <i>Christ the Mediator</i>, are not based on specific passages but can be associated with events related in the Bible.</p>",biblicaltemperas.info.xml,1,"but379.1,but381.1,but382.1,but387.1,but390.1,but392.1,but394.1,but396.1,but400.1,but401.1,but403.1,but404.1,but406.1,but409.1,but410.1,but411.1,but415.1,but416.1,but417.1,but419.1,but420.1,but424.1,but425.1,but426.1,but429.1",0,
Receipts,ltr,1805-1829,1805,bb134.1.3.ms.100.jpg,"bb134.3,bb134.5,bb134.6,bb134.7,bb134.8,bb134.9,bb134.11,bb134.12,bb134.13,bb134.14,bb134.15,bb134.16,bb134.17,bb134.18,bb134.19,bb134.20,bb134.22,bb134.23,bb134.24,bb134.25,bb134.26,bb134.27,bb134.28,bb134.29,bb134.30,bb134.31,bb134.32,bb134.33,bb134.35,bb134.36,bb134.37,bb134.38,bb134.39,bb134.40,bb134.41,bb134.42,bb134.43,bb134.44,bb134.45",bb134,"<p>""Commerce is so far from being beneficial to Arts or to Empire that it is destructive of both"" (""Public Address""). ""Where any view of Money exists Art cannot be carried on."" ""Christianity is Art &amp; not Money"" (<i>Laoco&ouml;n</i>). Rail as he might about the destructive force of commerce and money as ""The Great Satan,"" Blake had to recognize that money is also ""the lifes blood of Poor Families"" (<i>Laoco&ouml;n</i>)&mdash;and Catherine and William Blake were often a poor family. Blake's biographer Gilchrist tells the story of Catherine Blake's way of reminding her husband that money was running out&mdash;by putting an empty plate in front of him. One hoped-for effect was money exchanged for goods or services, perhaps paintings, engravings, or drawing lessons&mdash;verified by a receipt.</p><p>Receipts remind us of bookkeepers and taxes. For most people most of the time, receipts surely fall near the bottom in rank order of interest and importance&mdash;until we need one that is missing or discover one that proves something otherwise uncertain or unknown. Their unstable place in the hierarchy of documents makes them rare. They tend to be small, easily overlooked, or discarded when the works they signify move along from place to place, generation to generation. The ones published here are survivors, and most have never been reproduced.</p><p>Blake's receipts often help to establish the first buyer of his works&mdash;and the date when a specified amount of money was exchanged for specified objects. Beyond that, the receipts teach lessons in the easily overlooked business side of Blake's arts and the arts of his era, in which he was a full if frustrated participant. And the documents are often striking. There are beautiful receipts in formal words, numbers, and symbols precisely inscribed in fancy handwriting, decorated with colorful seals that certify the transactions. Equally eye catching, there are scrawled, scratchy composites that are simply fascinating to look at. And there are, of course, plain, practical lists laid out more or less neatly in columns.</p><p>In our treatment of the receipts, we are departing from the editorial principles favored by earlier editors: Geoffrey Keynes mixed receipts and letters in a single chronologically ordered category; David V. Erdman largely excluded them; G. E. Bentley, Jr., excluded them from his edition of <i>William Blake's Writings</i> and moved them into an elaborate appendix to <i>Blake Records</i> that attempts to cover a broad range of transactions from multiple angles&mdash;including, for example, the receipts generated by Blake's customer, promoter, and friend John Linnell, a careful keeper of accounts, in the course of producing Blake's engraved <i>Illustrations of the Book of Job</i> (22 plates, 1823-26). Bentley assembled Linnell's payments to Blake but also to dealers in copper, ""french paper"" and ""Drawing paper,"" in specialized printing for engravings, and cloth bindings, among other products and services (<i>BR</i> 2nd ed., appendix 3, ""Blake's Accounts"").</p><p>We have decided instead to publish the receipts in adjacent but separate categories to focus attention on a distinctive commercial genre with some striking historical features. But the border between receipts and letters is porous because Blake's financial and personal dealings are entwined. As he embeds poems in his letters, complicating distinctions between them, he similarly personalizes sterile lists of products and prices with greetings, inquiries, and news. And sometimes what we label a receipt is strictly not&mdash;but rather, say, a formal contract to carry out a project on specified terms, such as the 25 March 1823 ""Memorandum of Agreement"" to engrave the drawings that would be published as <i>Illustrations of the Book of Job</i>&mdash;on copper plates that would be provided by Linnell. The agreement is in Linnell's hand, with signatures by both men. Deciding how to treat documents that defy the rules of our rigid categories is one of the questionable pleasures of editing.</p>",bb134.info.xml,0,,0,
Letters,ltr,1791-1827,1791,letters.jpg,,letters,"<p>Letters may be less often treasured and transmitted from generation to generation than works of art. Blake's surviving correspondence begins rather late in his career, in October 1791, the month before he turned 34, when he drops a short note to architect-editor Willey Reveley ""to embrace the offer of engraving such beautiful things""&mdash;drawings by William Pars for the third volume of James Stuart and Nicholas Revett's <i>Antiquities of Athens</i>, 1794&mdash;&amp; will do what he can by the end of January [1792]."" He writes his last letter, as far as we know, the month before his death at age 69 in August 1827&mdash;just three sentences to the friend and benefactor of his final decade, artist John Linnell, to thank him for sending ten pounds and to indicate that his ""journey to Hampstead on Sunday brought on a relapse . . . . however I am upon the mending hand to day &amp; hope soon to look as I did for I have been yellow accompanied by all the old Symptoms.""</p><p>About ninety-five of Blake's letters survive, an unknown fraction of the total. Several are known only from partial and full transcriptions in the second, expanded, edition of Alexander Gilchrist's <span style=""font-style:italic"">Life of William Blake</span> (1880). Blake traveled seldom and not very far, and he was little known beyond a small circle of British contemporaries, most of them in London. His circle of correspondents was narrow and the geographical circuit small. Only three correspondents&mdash;friends and patrons Thomas Butts, William Hayley, and John Linnell&mdash;occasion most of the letters. There are none addressed to such erstwhile friends and associates as Thomas Stothard, Joseph Johnson, and Henry Fuseli. No surviving letter traveled outside of England, and most letters simply traveled across town. But Blake's modest body of correspondence comprises an absorbing, revealing miscellany of simple business receipts, accounts, and reports on work in progress alongside friendly and not so friendly exchanges on matters of practical and intellectual substance. Occasionally they burst out into visions that amalgamate, in a characteristic Blakean vein, homely details, intensely energized prose, and inspired poetry.</p><p>Whether or not we concur with Geoffrey Keynes's estimation of Blake's best letters as worthy of ""an honoured place in any anthology of letters by men of genius"" (<i>Letters</i>, page xix), they are indispensable in preserving facts and contexts for his life and work that would be otherwise unknown and in showing him shift pragmatically from role to role in a very natural&mdash;and human&mdash;way, exposing facets of character and personality not always so apparent in his art. If he can be a self-advertising seeker of custom and patronage, he can also be a defensively boastful brother; a maker of excuses; an optimistic, excited participant; a miserable urban artisan trapped in the country, seeking comfort from London friends and patrons; a repatriated but terrified Londoner facing trial on charges of sedition stemming from a confrontation in the provinces&mdash;and now desperately dependent on Thomas Hayley, the Felpham patron whom he had come to resent if not despise.</p> <p>The letters feel closer to the externalities of everyday life than any other work from Blake's hand, and some start out to be one very ordinary thing and end up being another quite extraordinary thing. Blake's resistance to uniformity shows up in the range of expression of his most compelling letters&mdash;those grounded in everyday transactions but punctuated by bursts of artistic expression and intense thought colored by a volatile rainbow of anxiety, relief, stubborn resentment, pride, fury, disappointment, terror, frustration, hope, happiness, and even joy. Most of the letters have plain utilitarian purposes. Blake is not an artist-thinker in correspondence with an international circle; nonetheless, Blake being Blake, he seldom puts pen to paper without interesting consequences for readers, even when the primary aim is perfectly ordinary.</p> <p>G. E. Bentley, Jr., has created a list of letters that Blake may have written but are absent from the present record. See ""William Blake and His Circle: A Checklist of Publications and Discoveries in 2011,"" <i>Blake/An Illustrated Quarterly</i> 46:1 (summer 2012). Untraced letters turn up more often than one might expect.</p>",letters.info.xml,1,"lt18feb1800.1,lt1april1800.1,lt6may1800.1,lt2july1800.1,lt1sept1800.1,lt12sept1800.1,lt14sept1800.1,lt16sept1800.1,lt21sept1800.1,lt26nov1800.1,lt19oct1801.1,lt30jan1803.1,lt26oct1803.1,lt14jan1804.1,lt27jan1804.1,lt23feb1804.1,lt12march1804.1,lt16march1804.1,lt2april1804.1,lt7april1804.1,lt27april1804.1,lt4may1804.1,lt28may1804.1,lt22june1804.1,lt7aug1804.1,lt28sept1804.1,lt23oct1804.1,lt4dec1804.1,lt18dec1804.1,lt22jan1805.1,lt22march1805.1,lt4june1805.1,lt27nov1805.1,lt1825.1,lt7june1825.1,lt11oct1825.1,lt10nov1825.1,lt31jan1826.1,lt5feb1826.1,lt31march1826.1,lt19may1826.1,lt5july1826.1,lt14july1826.1,lt16july1826.1,lt29july1826.1,lt1aug1826.1,lt27jan1827.1,lt1827.1,ltfeb1827.1,lt15march1827.1,lt12april1827.1,lt25april1827.1,lt3july1827.1,lt15aug1827.1,lt2oct1800.1,lt6dec1795.1,lt6july1803.1,lt9june1818.1,lt9sept1806.1,lt10jan1803.1,lt10may1801.1,lt11oct1819.1,lt11sept1801.1,lt16aug1799.1,lt8dec1808.1,lt18march1827.1,lt18oct1791.1,lt19dec1808.1,lt22nov1802a.1,lt22nov1802b.1,lt23aug1799.1,lt23dec1796.1,lt23sept1800.1,lt25april1803.1,lt25march1823.1,lt25nov1825.1,lt26aug1799.1,lt29dec1826.1,ltapril1827.1,ltmay1806.1,ltoct1791.1,lt18dec1808.1,ltsept1800.1,lt16aug1803.1,lt18jan1808.1",0,"lt9sept1806.1,lt8dec1808.1,lt25march1823.1"
"William Hayley, An Essay on Sculpture",comeng,1800,1800,bb467.1.1.com.100.jpg,bb467.1,bb467,"<p>Published in 1800 and dedicated to John Flaxman, Hayley's verse epistle celebrating sculpture as one of the sister arts contains three plates, two of which are signed by Blake.  Epistolary evidence indicates that Blake was responsible for the unsigned plate.</p><p>By the end of 1799, Hayley was hurrying to prepare the poem for publication before the death of his terminally ill son, Thomas Alphonso Hayley. In a letter to Flaxman of 21 December, Hayley states ""I wish to have only the two following Decorations, if you approve them&mdash;a Frontispiece &amp; a vignette at the close&mdash;the first from poor Toms outline of Demosthenes at the base of Neptunes Statue . . . &amp; a neat small Head, as a closing vignette, from your medallion of the dear disciple [Thomas Hayley]"" (Bentley, <i>Records</i> page 85). In January 1800, Blake had been commissioned to execute these engravings (Objects 2 and 3), probably through the recommendation of Flaxman. In addition, Blake engraved the bust of Pericles after a drawing by Tom Hayley that became the frontispieces in the published work.  With his letter of 1 April 1800, Blake sent Hayley a proof of the medallion of Tom Hayley (Erdman page 705). On 17 April, Hayley responded with some criticisms of the proof and, after his son's death on 2 May, invited Blake to Felpham to complete the engraving (Bentley, <i>Records</i> pages 87-88, 90). </p><p>Blake spent at least three weeks working beside Hayley in Felpham during July 1800. He completed both a half-length drawing of Thomas Alphonso and the engraving of the medallion portrait (Object 3). Later that year, after Blake had relocated to Sussex, he painted a series of 18 portrait heads to decorate Hayley's library, including portraits of Thomas Alphonso and Demosthenes.</p>",bb467.info.xml,0,,0,
"William Hayley, Little Tom the Sailor",comb,1800,1800,bb470.1.1.com.100.jpg,"bb470.1,bb470.2,bb470.3",bb470,"<p>Upon arriving in Felpham on the Sussex coast in 1800, one of the first commissions Blake received from his new patron, William Hayley, was the broadside ballad <i>Little Tom the Sailor</i>. According to his <i>Memoirs</i>, Hayley composed the poem on 22 September 1800 ""to relieve the necessities of a meritorious poor Woman on the Kentish coast"" (Bentley, <i>Records</i>, pages 99-100). In a letter to Thomas Butts of 23 September, Blake states, ""I have begun to Work &amp; find &#8230that Felpham is propitious to the Arts"" (Erdman page 711). Blake was almost certainly referring to <i>Little Tom the Sailor</i>, which comprises head and tailpiece designs on separate plates, etched and engraved in white line, and the texts of Hayley's ballad and a colophon etched in relief on two copperplates.</p><p>Hayley probably gave Blake the ballad to etch on the day of its composition or shortly thereafter. The ballad was published, according to the colophon, on 5 October 1800. It therefore took Blake approximately thirteen days to relief etch the texts as well as design and execute the two illustrations. A preliminary sketch of the headpiece is in the Victoria and Albert Museum. To print the ballad, Blake placed his four plates one above the other in his rolling press and printed them on one leaf of paper.</p><p>By the end of the November 1800, the initial print run appears to have almost sold out. In a letter to Hayley of 26 November, Blake, referring to the ballad, claims, ""we can muster a few in colours and some in black which I hope will be no less favour'd tho' they are rough like rough sailors"" (Erdman page 714). There are three extant hand colored examples of <i>Little Tom the Sailor</i>, two printed in brown ink and one in green.</p>",bb470.info.xml,0,,0,
Eighteen Heads of Poets: Chaucer,paint,c. 1800-1803,1800.A,but343.5.1.pt.100.jpg,but343.5,but343,"<p>In 1800 Blake’s new patron William Hayley commissioned him to paint a series of portraits of famous poets to decorate the latter’s library at his residence, Turret House, in Felpham, Sussex.  Blake had at least begun preliminary work on these eighteen tempera paintings by the fall of 1800, as indicated by his letter to Hayley of 26 November: ""Absorbed by the poets Milton, Homer, Camoens, Ercilla, Ariosto, and Spenser, whose physiognomies have been my delightful study…"" (Erdman page 714).  Among these <i>Heads of Poets</i> is a portrait of Geoffrey Chaucer. His features and dress are probably based on an engraving by George Vertue published in John Urry’s 1721 <i>Works of Geoffrey Chaucer</i>. A copy of the book was in Hayley’s Library. One detail, however, suggests that Blake may have consulted other Chaucer portraits engraved by Vertue, one issued in 1730 among his series of ""Twelve Celebrated English Poets"" and another published in 1737 and 1740 editions of <i>The Canterbury Tales</i>. These two, like Blake's version, show three buttons on Chaucer's gown rather than the two buttons in the plate published with Urry's text.</p><p>In most of the eighteen paintings in the group, Blake included characters from the poet's works right and left of the central portrait. For Chaucer, Blake pictures the Merchant on the left and the Wife of Bath on the right, both from <i>The Canterbury Tales</i>. These are closely based on engraved headpieces, unsigned but attributable to Vertue, on pages 66 and 76 in Urry's edition of Chaucer's <i>Works</i>.</p>",but343.info.xml,0,,1,
"Illustrations to Milton's ""Comus"", The Thomas Set",wc,1801,1801,but527.1.1.wc.100.jpg,but527.1,but527,"<p>The poetry of John Milton was important to Blake as both poet and artist from his earliest years.  As he told John Flaxman in a letter of 12 September 1800, ""Milton lovd me in childhood &amp; shewd me his face"" (Erdman page 707).  Several early drawings, such as the <i>Satan, Sin, and Death</i> of c. 1780 (Butlin 101), were probably inspired by Milton.  In 1790-92, Blake loosely sketched several illustrations to <i>Paradise Lost</i> in his Notebook (Butlin 201; see Related Works, below).  He composed his first series of water colors illustrating one of Milton's poems in 1801 when the Rev. Joseph Thomas commissioned the eight designs for <i>Comus</i> (Butlin 527) presented here.  This commission and its date are established by John Flaxman's comment in a postscript to Blake in a letter to William Hayley of 31 July 1801: ""The Revd. Joseph Thomas of Epsom desires you will at your leisure, make a few sketches of the same size  [as each other], which maybe any size you please from Milton's Comus for Five Guineas"" (Butlin volume 1, page 373).  Thomas later acquired (very probably on commission) a set of twelve water color illustrations to <i>Paradise Lost</i> in 1807 (Butlin 529) and six water colors illustrating ""On the Morning of Christ's Nativity"" in 1809  (Butlin 538).  In about 1815, Blake produced another set of <i>Comus</i> designs for his patron Thomas Butts (Butlin 528).  This later group accessible via the menu pictures the same eight subjects, but with many significant differences in motifs and in the positions and portrayals of characters from the poem.</p><p>Here, as usual in his work as an illustrator of other poets' works, Blake paid close attention to the text, but this disciplined approach did not preclude his own interpretations.  For example, Milton ends his masque with joyous dance and song, but Blake ends his illustrations on a more serious note, as indicated by the facial expressions of all six figures.  The selection of passages to illustrate in itself reveals Blake's emphasis on unusual states of consciousness, including trances and visions.</p><p>Blake's literary response to the life and works of John Milton finds its fullest expression in the illuminated book <i>Milton a Poem</i>.</p>",but527.info.xml,0,,0,
"Illustrations to Milton's ""Comus"", The Butts Set",wc,1815,1815.A,but528.1.1.wc.100.jpg,but528.1,but528,"<p>The poetry of John Milton was important to Blake as both poet and artist from his earliest years.  As he told John Flaxman in a letter of 12 September 1800, ""Milton lovd me in childhood &amp; shewd me his face"" (Erdman page 707).  Several early drawings, such as the <i>Satan, Sin, and Death</i> of c. 1780 (Butlin 101), were probably inspired by Milton.  In 1790-92, Blake loosely sketched several illustrations to <i>Paradise Lost</i> in his Notebook (Butlin 201; see Related Works, below).  He composed his first series of water colors illustrating one of Milton's poems in 1801 when the Rev. Joseph Thomas commissioned the eight designs for <i>Comus</i> (Butlin 527) accessible as a separate set via the menu.  This commission and its date are established by John Flaxman's comment in a postscript to Blake in a letter to William Hayley of 31 July 1801: ""The Revd. Joseph Thomas of Epsom desires you will at your leisure, make a few sketches of the same size  [as each other], which maybe any size you please from Milton's Comus for Five Guineas"" (Butlin volume 1, page 373).  Thomas later acquired (very probably on commission) a set of twelve water color illustrations to <i>Paradise Lost</i> in 1807 (Butlin 529) and six water colors illustrating ""On the Morning of Christ's Nativity"" in 1809  (Butlin 538).  In about 1815, Blake produced another set of <i>Comus</i> designs for his patron Thomas Butts (Butlin 528).  This later group presented here pictures the same eight subjects, but with many significant differences in motifs and in the positions and portrayals of characters from the poem.</p><p>Here, as usual in his work as an illustrator of other poets' works, Blake paid close attention to the text, but this disciplined approach did not preclude his own interpretations.  For example, Milton ends his masque with joyous dance and song, but Blake ends his illustrations on a more serious note, as indicated by the facial expressions of all six figures.  The selection of passages to illustrate in itself reveals Blake's emphasis on unusual states of consciousness, including trances and visions.</p><p>Blake's literary response to the life and works of John Milton finds its fullest expression in the illuminated book <i>Milton a Poem</i>.</p>",but528.info.xml,0,,0,
"William Hayley, Designs to a Series of Ballads",comb,1802,1802,bb466.2.1.com.100.jpg,bb466.2,bb466,"<p>While Blake was resident in Felpham on the Sussex coast, his new patron William Hayley began to write a series of ballads to be illustrated by the artist-engraver.  These were published in 1802 as quarto numbers, each with three engravings by Blake.  As the general title page indicates, the poems all deal with ""Anecdotes Relating to Animals.""  In his ""Preface,"" Hayley states that his plan was to issue one ballad a month, ""and to complete the whole series in fifteen Numbers.""  The letterpress text was printed by the Chichester printer Joseph Seagrave; the plates were printed by Blake and his wife Catherine on their own rolling press.  Although two book dealers, P. Humphry and R. H. Evans, were selected to sell the ballads, most copies seem to have been sold by Hayley to his friends.  Sales were less than brisk and the project ceased after only four ballads were issued.  Blake designed and executed twelve plates, including a frontispiece for the general title page and a tailpiece to the ""Preface,"" both issued with the first ballad.  Two further plates were engraved by Blake after designs on antique gems (Plates 5 and 11).</p><p>The London bookseller Richard Phillips published an octavo edition of fifteen ballads by Hayley in 1805.  For this volume, Blake engraved new plates of his designs for three of the ballads first published in 1802 and both designed and engraved new illustrations for two of the additional ballads.</p>",bb466.info.xml,0,,0,
"William Hayley, The Life, and Posthumous Writings, of William Cowper",comeng,1803-04,1803.B,bb468.1.1.com.100.jpg,bb468.1,bb468,"<p>William Hayley's three-volume biography of his friend and fellow poet, William Cowper, was an immediate success when published and did much to established Cowper's reputation as a man of letters. The first two volumes were published in 1803 and the third the following year. The work contains six plates, all signed by Blake as the engraver. Blake also signed one plate, known as ""The Weather House"" (Object 4) as the designer, although the roundel in the lower portion of the design picturing three hares was probably based on a design by George Romney. Blake's work on these engravings was scrutinized by members of Hayley's circle, notably Cowper's cousin, Lady Harriet Hesketh, and their criticisms may have led to some of the friction that appears in Blake's relationship with Hayley from 1801 onward.</p><p>The plates for Hayley's biography of Cowper constitute one of the first commissions Blake worked on during his three-year sojourn on the West Sussex coast. In a letter to Thomas Butts of 11 September 1801, Blake states that his ""Principal labour at this time is Engraving Plates for Cowpers Life"" (Erdman page 716). Writing to his brother James two years later, on 30 January 1803, Blake states that his wife Catherine ""has undertaken to Print the whole number of the Plates for [the first two volumes of] Cowpers work"" (Erdman page 726). </p><p>Blake made two drawings of Cowper after Romney's portrait of the poet.  These were the basis for two miniature paintings of Cowper and the portrait engraving that is the frontispiece for Hayley's biography (Object 1). There are also four drawings of the designs for Cowper's funeral monument that Blake produced at Hayley's request in 1802.  The first two drawings are Hayley's first idea for the monument and were sent to John Flaxman who was commissioned to sculpt the monument. The third drawing revises Hayley's first idea and was the basis from Flaxman's finished monument as well as Blake's engraving, which was published in the third volume of Hayley's biography (Object 6). Blake made two drawings of this second idea, presumably one for Flaxman to sculpt and the other for Blake to engrave.</p>",bb468.info.xml,0,,0,
"William Hayley, The Triumphs of Temper",comeng,1803,1803.A,bb471.1.1.com.100.jpg,bb471.1,bb471,"<p>First published in 1781, William Hayley's long mock-epic poem was one of the most popular works of the final decades of the eighteenth century. Heavily indebted to Alexander Pope's <i>The Rape of the Lock</i>, Hayley's didactic poem seeks to teach adolescent girls to become accomplished wives by exercising their temper.  The sixth edition of the poem, published in 1788, was the first to be illustrated; it contains seven plates after designs by Thomas Stothard. In 1803, Hayley commissioned Blake to engrave a series of new illustrations based on designs by  John Flaxman's half-sister, Maria Flaxman, for a twelfth edition of the poem. She produced seven designs, of which Blake engraved six.</p><p>Blake worked on these plates for the first six months of 1803. In his letter to Thomas Butts of 10 January 1803, Blake reports that he was ""now engaged in Engraving 6 small plates for a New Edition of M<sup>r</sup> Hayleys Triumphs of Temper. from drawings by Maria Flaxman sister to my friend the Sculptor"" (Erdman page 723). At the end of the month, on 30 January, Blake informs his brother James of the commission and state that he would be paid ""10 G[uineas]"" for each plate (Erdman page 726). By the end of June, the engravings were evidently complete, for Hayley sent a copy of the twelfth edition to Lady Harriet Hesketh, William Cowper's cousin. In a letter of 1 July, she tells Hayley of her disappointment with the prints. In a letter to John Flaxman of 7 August 1803, Hayley, presumably referring to Hesketh's comments, states: ""I am sorry to say that the Ladies (&amp; it is a Ladys Book) find fault with the Engravings&mdash; our poor industrious Blake has received sixty Guineas for them from my Bookseller &amp; I believe both the artist &amp; the paymaster are dissatisfied on the occasion"" (Bentley, <i>Records</i> page 157). In the same letter, Hayley also reports that he and Blake made the decision to omit from the engravings the figure of Minerva represented in one of Maria Flaxman's original designs. In response, John Flaxman remarked in a letter to Hayley of 24 August 1803 that one of his half-sister's drawings depicting ""Serena viewing herself in the Glass when dressed for the Masquerade whilst her Maid adjusts her train"" was overlooked for engraving (Bentley, <i>Records</i> page 166).</p><p>Two of Maria Flaxman's original designs were on display at the Royal Academy annual exhibition in 1800. All seven drawings were sold at auction at Christie's on 26 February 1883. These are currently untraced.</p><p>Blake's engravings were repeated in a very small print run of the thirteenth edition of <i>The Triumphs of Temper</i>, published in 1807. The copperplates had worn significantly and were replaced by the original engravings after designs by Stothard in another 1807 issue of the poem.</p>",bb471.info.xml,0,,0,
