desc_id,text_match_desc_ids,text_match_strings
vda.a.illbk.09,vda.f.illbk.10,"To spin a web of age around him, grey and hoary! dark!<br>Till his eyes sicken at the fruit that hangs before his sight.<br>Such is self-love that envies all! a creeping skeleton<br>With lamplike eyes watching around the frozen marriage bed.<br>But silken nets and traps of adamant will Oothoon spread,<br>And catch for thee girls of mild silver, or of furious gold"
vda.a.illbk.09,vda.f.illbk.10,"I'll lie beside thee on a bank & view their wanton play<br>In lovely copulation bliss on bliss with Theotormon;<br>Red as the rosy morning, lustful as the first born beam,<br>Oothoon shall view his dear delight, nor e'er with jealous cloud <br>Come in the heaven of generous love; nor selfish blightings bring.<br>Does the sun walk in glorious raiment, on the secret floor"
vda.a.illbk.09,vda.e.illbk.10,"In happy copulation; if in evening mild. wearied with work;<br>Sit on a bank and draw the pleasures of this free born joy.<br>The moment of desire! the moment of desire! The virgin<br>That pines for man; shall awaken her womb to enormous joys<br>In the secret shadows of her chamber; the youth shut up from<br>The lustful joy, shall forget to generate. & create an amorous image<br>In the shadows of his curtains and in the folds of his silent pillow.<br>Are not these the places of religion? the rewards of continence"
vda.a.illbk.09,vda.e.illbk.10,"The self enjoyings of self denial? Why dost thou seek religion?<br>Is it because acts are not lovely, that thou seekest solitude,<br>Where the horrible darkness is impressed with reflections of desire.<br>Father of Jealousy, be thou accursed from the earth!<br>Why hast thou taught my Theotormon this accursed thing?<br>Till beauty fades from off my shoulders darken'd and cast out,<br>A solitary shadow wailing on the margin of non-entity.<br>I cry, Love! Love! Love! happy happy Love! free as the mountain wind!<br>Can that be Love, that drinks another as a sponge drinks water?<br>That clouds with jealousy his nights, with weepings all the day: <br>To spin a web of age around him. grey and hoary! dark!<br>Till his eyes sicken at the fruit that hangs before his sight.<br>Such is self-love that envies all! a creeping skeleton<br>With lamplike eyes watching around the frozen marriage bed.<br>But silken nets and traps of adamant will Oothoon spread,<br>And catch for thee girls of mild silver, or of furious gold;<br>I'll lie beside thee on a bank & view their wanton play<br>In lovely copulation bliss on bliss with Theotormon;<br>Red as the rosy morning, lustful as the first born beam,<br>Oothoon shall view his dear delight, nor e'er with jealous cloud <br>Come in the heaven of generous love; nor selfish blightings bring.<br>Does the sun walk in glorious raiment, on the secret floor"
vda.a.illbk.09,vda.c.illbk.10,"In happy copulation; if in evening mild. wearied with work;<br>Sit on a bank and draw the pleasures of this free born joy.<br>The moment of desire! the moment of desire! The virgin<br>That pines for man; shall awaken her womb to enormous joys<br>In the secret shadows of her chamber; the youth shut up from<br>The lustful joy, shall forget to generate. & create an amorous image<br>In the shadows of his curtains and in the folds of his silent pillow.<br>Are not these the places of religion? the rewards of continence"
vda.a.illbk.09,vda.c.illbk.10,"The self enjoyings of self denial? Why dost thou seek religion?<br>Is it because acts are not lovely, that thou seekest solitude,<br>Where the horrible darkness is impressed with reflections of desire.<br>Father of Jealousy, be thou accursed from the earth!<br>Why hast thou taught my Theotormon this accursed thing?<br>Till beauty fades from off my shoulders darken'd and cast out,<br>A solitary shadow wailing on the margin of non-entity.<br>I cry, Love! Love! Love! happy happy Love! free as the mountain wind!<br>Can that be Love, that drinks another as a sponge drinks water?<br>That clouds with jealousy his nights, with weepings all the day"
vda.a.illbk.09,vda.c.illbk.10,"To spin a web of age around him, grey and hoary! dark!<br>Till his eyes sicken at the fruit that hangs before his sight.<br>Such is self-love that envies all! a creeping skeleton<br>With lamplike eyes watching around the frozen marriage bed.<br>But silken nets and traps of adamant will Oothoon spread,<br>And catch for thee girls of mild silver, or of furious gold"
vda.a.illbk.09,vda.c.illbk.10,"I'll lie beside thee on a bank & view their wanton play<br>In lovely copulation bliss on bliss with Theotormon;<br>Red as the rosy morning, lustful as the first born beam,<br>Oothoon shall view his dear delight, nor e'er with jealous cloud <br>Come in the heaven of generous love; nor selfish blightings bring.<br>Does the sun walk in glorious raiment, on the secret floor"
vda.a.illbk.09,vda.g.illbk.10,"In happy copulation; if in evening mild. wearied with work;<br>Sit on a bank and draw the pleasures of this free born joy.<br>The moment of desire! the moment of desire! The virgin<br>That pines for man; shall awaken her womb to enormous joys<br>In the secret shadows of her chamber; the youth shut up from<br>The lustful joy, shall forget to generate. & create an amorous image<br>In the shadows of his curtains and in the folds of his silent pillow.<br>Are not these the places of religion? the rewards of continence"
vda.a.illbk.09,vda.g.illbk.10,"The self enjoyings of self denial? Why dost thou seek religion?<br>Is it because acts are not lovely, that thou seekest solitude,<br>Where the horrible darkness is impressed with reflections of desire.<br>Father of Jealousy, be thou accursed from the earth!<br>Why hast thou taught my Theotormon this accursed thing?<br>Till beauty fades from off my shoulders darken'd and cast out,<br>A solitary shadow wailing on the margin of non-entity.<br>I cry, Love! Love! Love! happy happy Love! free as the mountain wind!<br>Can that be Love, that drinks another as a sponge drinks water?<br>That clouds with jealousy his nights, with weepings all the day: <br>To spin a web of age around him, grey and hoary! dark!<br>Till his eyes sicken at the fruit that hangs before his sight.<br>Such is self-love that envies all! a creeping skeleton<br>With lamplike eyes watching around the frozen marriage bed.<br>But silken nets and traps of adamant will Oothoon spread,<br>And catch for thee girls of mild silver, or of furious gold"
vda.a.illbk.09,vda.g.illbk.10,"I'll lie beside thee on a bank & view their wanton play<br>In lovely copulation bliss on bliss with Theotormon;<br>Red as the rosy morning, lustful as the first born beam,<br>Oothoon shall view his dear delight, nor e'er with jealous cloud <br>Come in the heaven of generous love; nor selfish blightings bring.<br>Does the sun walk in glorious raiment, on the secret floor"
songsie.z.illbk.07,songsie.a.illbk.07,"They laugh at our play.<br>And soon they all say,<br>Such such were the joys.<br>When we all girls & boys.<br>In our youth-time were seen,<br>On the Ecchoing Green.<br>Till the little ones weary<br>No more can be merry<br>The sun does descend,<br>And our sports have an end:<br>Round the laps of their mothers.<br>Many sisters and brothers,<br>Like birds in their nest.<br>Are ready for rest"
songsie.z.illbk.07,songsie.a.illbk.07,"And sport no more seen,<br>On the darkening Green"
songsie.z.illbk.07,songsie.v.illbk.06,"They laugh at our play.<br>And soon they all say.<br>Such such were the joys.<br>When we all girls & boys.<br>In our youth-time were seen,<br>On the Ecchoing Green.<br>Till the little ones weary<br>No more can be merry<br>The sun does descend,<br>And our sports have an end:<br>Round the laps of their mothers.<br>Many sisters and brothers,<br>Like birds in their nest.<br>Are ready for rest:<br>And sport no more seen.<br>On the darkening Green"
songsie.z.illbk.07,s-inn.u.illbk.05,"They laugh at our play,<br>And soon they all say.<br>Such such were the joys.<br>When we all girls & boys,<br>In our youth-time were seen.<br>On the Ecchoing Green.<br>Till the little ones weary"
songsie.z.illbk.07,s-inn.u.illbk.05,"The Sun does descend,<br>And our sports have an end:<br>Round the laps of their mothers.<br>Many sisters and brothers,<br>Like birds in their nest,<br>Are ready for rest"
songsie.z.illbk.07,s-inn.u.illbk.05,"And sport no more seen,<br>On the darkening Green"
songsie.z.illbk.07,songsie.t.illbk.07,"They laugh at our play,<br>And soon they all say,<br>Such such were the joys,<br>When we all girls & boys,<br>In our youth-time were seen,<br>On the Ecchoing Green.<br>Till the little ones weary<br>No more can be merry<br>The sun does descend,<br>And our sports have an end"
songsie.z.illbk.07,songsie.t.illbk.07,"Round the laps of their mothers,<br>Many sisters and brothers,<br>Like birds in their nest,<br>Are ready for rest"
songsie.z.illbk.07,songsie.t.illbk.07,"And sport no more seen,<br>On the darkening Green"
songsie.z.illbk.07,songsie.l.illbk.06,"They laugh at our play,<br>And soon they all say.<br>Such such were the joys.<br>When we all girls & boys,<br>In our youth-time were seen,<br>On the Ecchoing Green.<br>Till the little ones weary<br>No more can be merry<br>The sun does descend.<br>And our sports have an end:<br>Round the laps of their mothers.<br>Many sisters and brothers,<br>Like birds in their nest,<br>Are ready for rest:<br>And sport no more seen,<br>On the darkening Green"
songsie.z.illbk.07,s-inn.b.illbk.15,"They laugh at our play,<br>And soon they all say.<br>Such such were the joys.<br>When we all girls & boys.<br>In our youth-time were seen,<br>On the Ecchoing Green.<br>Till the little ones weary<br>No more can be merry<br>The sun does descend,<br>And our sports have an end:<br>Round the laps of their mothers.<br>Many sisters and brothers,<br>Like birds in their nest,<br>Are ready for rest:<br>And sport no more seen,<br>On the darkening Green"
songsie.z.illbk.07,s-inn.l.illbk.17,"They laugh at our play,<br>And soon they all say.<br>Such such were the joys.<br>When we all girls & boys.<br>In our youth-time were seen,<br>On the Ecchoing Green.<br>Till the little ones weary<br>No more can be merry<br>The sun does descend,<br>And our sports have an end:<br>Round the laps of their mothers.<br>Many sisters and brothers,<br>Like birds in their nest,<br>Are ready for rest:<br>And sport no more seen,<br>On the darkening Green"
songsie.z.illbk.07,s-inn.g.illbk.11,"They laugh at our play,<br>And soon they all say.<br>Such such were the joys.<br>When we all girls & boys.<br>In our youth-time were seen,<br>On the Ecchoing Green.<br>Till the little ones weary<br>No more can be merry<br>The sun does descend,<br>And our sports have an end:<br>Round the laps of their mothers.<br>Many sisters and brothers,<br>Like birds in their nest,<br>Are ready for rest:<br>And sport no more seen,<br>On the darkening Green"
songsie.z.illbk.07,songsie.y.illbk.07,"7<br>They laugh at our play.<br>And soon they all say.<br>Such such were the joys.<br>When we all girls & boys.<br>In our youth-time were seen,<br>On the Ecchoing Green.<br>Till the little ones weary<br>No more can be merry<br>The sun does descend,<br>And our sports have an end:<br>Round the laps of their mothers.<br>Many sisters and brothers,<br>Like birds in their nest.<br>Are ready for rest:<br>And sport no more seen,<br>On the darkening Green"
songsie.z.illbk.07,songsie.b.illbk.06,"They laugh at our play.<br>And soon they all say,<br>Such such were the joys.<br>When we all girls & boys,<br>In our youth-time were seen,<br>On the Ecchoing Green.<br>Till the little ones weary<br>No more can be merry<br>The sun does descend,<br>And our sports have an end:<br>Round the laps of their mothers.<br>Many sisters and brothers,<br>Like birds in their nest,<br>Are ready for rest:<br>And sport no more seen,<br>On the darkening Green"
songsie.z.illbk.07,songsie.e.illbk.18,"They laugh at our play,<br>And soon they all say,<br>Such such were the joys.<br>When we all girls & boys,<br>In our youth-time were seen,<br>On the Ecchoing Green.<br>Till the little ones weary<br>No more can be merry<br>The sun does descend,<br>And our sports have an end:<br>Round the laps of their mothers.<br>Many sisters and brothers,<br>Like birds in their nest.<br>Are ready for rest:<br>And sport no more seen,<br>On the darkening Green"
songsie.z.illbk.07,songsie.aa.illbk.07,"7<br>They laugh at our play,<br>And soon they all say,<br>Such such were the joys.<br>When we all girls & boys.<br>In our youth-time were seen,<br>On the Ecchoing Green.<br>Till the little ones weary<br>No more can be merry<br>The sun does descend,<br>And our sports have an end:<br>Round the laps of their mothers.<br>Many sisters and brothers,<br>Like birds in their nest.<br>Are ready for rest:<br>And sport no more seen,<br>On the darkening Green"
songsie.z.illbk.07,songsie.r.illbk.07,"They laugh at our play.<br>And soon they all say.<br>Such such were the joys.<br>When we all girls & boys,<br>In our youth-time were seen,<br>On the Ecchoing Green.<br>Till the little ones weary<br>No more can be merry<br>The sun does descend,<br>And our sports have an end:<br>Round the laps of their mothers.<br>Many sisters and brothers,<br>Like birds in their nest.<br>Are ready for rest"
songsie.z.illbk.07,songsie.r.illbk.07,"And sport no more seen,<br>On the darkening Green"
songsie.z.illbk.07,songsie.c.illbk.14,"They laugh at our play.<br>And soon they all say.<br>Such such were the joys.<br>When we all girls & boys,<br>In our youth-time were seen,<br>On the Ecchoing Green.<br>Till the little ones weary<br>No more can be merry<br>The sun does descend,<br>And our sports have an end:<br>Round the laps of their mothers.<br>Many sisters and brothers,<br>Like birds in their nest.<br>Are ready for rest:<br>And sport no more seen,<br>On the darkening Green"
songsie.z.illbk.07,songsie.f.illbk.09,"They laugh at our play,<br>And soon they all say,<br>Such such were the joys.<br>When we all girls & boys,<br>In our youth-time were seen,<br>On the Ecchoing Green.<br>Till the little ones weary<br>No more can be merry<br>The sun does descend,<br>And our sports have an end:<br>Round the laps of their mothers.<br>Many sisters and brothers,<br>Like birds in their nest.<br>Are ready for rest:<br>And sport no more seen,<br>On the darkening Green"
mhh.i.illbk.06,mhh.h.illbk.06,"ah fell, & formed a heaven of what he stole from the <br>Abyss<br>This is shewn in the Gospel, where he prays to the <br>Father to send the comforter or Desire that Reason <br>may have Ideas to build on, the Jehovah of the Bible <br>being no other than he  who dwells in flaming fire,<br>Know that after Christs death, he became Jehovah.<br>But in Milton; the Father is Destiny, the Son, a<br>Ratio of the five senses. & the Holy- ghost, Vacuum"
mhh.i.illbk.06,mhh.h.illbk.06,"Note. The reason Milton wrote in fetters when <br>he wrote of Angels & God, and at liberty when of <br>Devils & Hell, is because he was a true Poet and <br>of the Devils party without knowing it<br>A Memorable Fancy.<br>As I was walking among the fires of hell, de"
mhh.i.illbk.06,mhh.h.illbk.06,"lighted with the enjoyments of Genius; which to An- <br>-gels look like torment and insanity, I collected some <br>of their Proverbs; thinking that as the sayings used <br>in a nation, mark its character, so the Proverbs of <br>Hell, shew the nature of Infernal wisdom better <br>than any description of buildings or garments"
mhh.i.illbk.06,mhh.h.illbk.06,"When I came home; on the abyss of the five sen- <br>-ses, where a flat sided steep frowns over the pre- <br>-sent world. I saw a mighty Devil folded in black <br>clouds, hovering on the sides of the rock, with cor-<br>HOW ro"
mhh.i.illbk.06,mhh.d.illbk.06,"6<br>-ah fell. & formed a heaven of what he stole from the <br>Abyss<br>This is shewn in the Gospel, where he prays to the <br>Father to send the comforter or Desire that Reason <br>may have Ideas to build on, the Jehovah of the Bible <br>being no other than he  who dwells in flaming fire"
mhh.i.illbk.06,mhh.d.illbk.06,"Know that after Christs death, he became Jehovah.<br>But in Milton; the Father is Destiny, the Son, a<br>Ratio of the five senses. & the Holy"
mhh.i.illbk.06,mhh.d.illbk.06,"ghost, Vacuum!<br>Note. The reason Milton wrote in fetters when <br>he wrote of Angels & God, and at liberty when of <br>Devils & Hell, is because he was a true Poet and <br>of the Devils party without knowing it<br>A Memorable Fancy.<br>As I was walking among the fires of hell, de- <br>-lighted with the enjoyments of Genius; which to An- <br>-gels look like torment and insanity. I collected some <br>of their Proverbs"
mhh.i.illbk.06,mhh.d.illbk.06,"thinking that as the sayings used <br>in a nation, mark its character, so the Proverbs of <br>Hell, shew the nature of Infernal wisdom better <br>than any description of buildings or garments"
mhh.i.illbk.06,mhh.d.illbk.06,"When I came home; on the abyss of the five sen- <br>-ses. where a flat sided steep frowns over the pre- <br>-sent world. I saw a mighty Devil folded in black <br>clouds, hovering on the sides of the rock, with cor-<br>HOW ro"
mhh.i.illbk.06,mhh.g.illbk.06,"6<br>-ah fell. & formed a heaven of what he stole from the <br>Abyss<br>This is shewn in the Gospel, where he prays to the <br>Father to send the comforter or Desire that Reason <br>may have Ideas to build on, the Jehovah of the Bible <br>being no other than he  who dwells in flaming fire"
mhh.i.illbk.06,mhh.g.illbk.06,"Know that after Christs death, he became Jehovah.<br>But in Milton; the Father is Destiny, the Son, a<br>Ratio of the five senses. & the Holy"
mhh.i.illbk.06,mhh.g.illbk.06,"ghost, Vacuum!<br>Note. The reason Milton wrote in fetters when <br>he wrote of Angels & God, and at liberty when of <br>Devils & Hell, is because he was a true Poet and <br>of the Devils party without knowing it<br>A Memorable Fancy.<br>As I was walking among the fires of hell, de- <br>-lighted with the enjoyments of Genius; which to An- <br>-gels look like torment and insanity. I collected some <br>of their Proverbs"
mhh.i.illbk.06,mhh.g.illbk.06,"thinking that as the sayings used <br>in a nation, mark its character, so the Proverbs of <br>Hell, shew the nature of Infernal wisdom better <br>than any description of buildings or garments"
mhh.i.illbk.06,mhh.g.illbk.06,"When I came home; on the abyss of the five sen- <br>-ses. where a flat sided steep frowns over the pre- <br>-sent world. I saw a mighty Devil folded in black <br>clouds. hovering on the sides of the rock, with cor-<br>HOW ro"
mhh.i.illbk.06,mhh.e.illbk.06,"ah fell. & formed a heaven of what he stole from the <br>Abyss<br>This is shewn in the Gospel, where he prays to the <br>Father to send the comforter or Desire that Reason <br>may have Ideas to build on, the Jehovah of the Bible <br>being no other than he  who dwells in flaming fire"
mhh.i.illbk.06,mhh.e.illbk.06,"Know that after Christs death, he became Jehovah.<br>But in Milton; the Father is Destiny, the Son, a<br>Ratio of the five senses. & the Holy"
mhh.i.illbk.06,mhh.e.illbk.06,"ghost, Vacuum!<br>Note. The reason Milton wrote in fetters when <br>he wrote of Angels & God, and at liberty when of <br>Devils & Hell, is because he was a true Poet and <br>of the Devils party without knowing it<br>A Memorable Fancy.<br>As I was walking among the fires of hell, de"
mhh.i.illbk.06,mhh.e.illbk.06,"lighted with the enjoyments of Genius; which to An- <br>-gels look like torment and insanity. I collected some <br>of their Proverbs"
mhh.i.illbk.06,mhh.e.illbk.06,"thinking that as the sayings used <br>in a nation. mark its character, so the Proverbs of <br>Hell, shew the nature of Infernal wisdom better <br>than any description of buildings or garments"
mhh.i.illbk.06,mhh.e.illbk.06,"When I came home; on the abyss of the five sen- <br>-ses. where a flat sided steep frowns over the pre- <br>-sent world. I saw a mighty Devil folded in black <br>clouds, hovering on the sides of the rock, with cor-<br>HOW ro"
mhh.i.illbk.06,mhh.f.illbk.06,"ah fell. & formed a heaven of what he stole from the <br>Abyss<br>This is shewn in the Gospel, where he prays to the <br>Father to send the comforter or Desire that Reason <br>may have Ideas to build on, the Jehovah of the Bible <br>being no other than he  who dwells in flaming fire"
mhh.i.illbk.06,mhh.f.illbk.06,"Know that after Christs death, he became Jehovah.<br>But in Milton; the Father is Destiny, the Son, a<br>Ratio of the five senses. & the Holy"
mhh.i.illbk.06,mhh.f.illbk.06,"ghost, Vacuum!<br>Note. The reason Milton wrote in fetters when <br>he wrote of Angels & God, and at liberty when of <br>Devils & Hell, is because he was a true Poet and <br>of the Devils party without knowing it<br>A Memorable Fancy.<br>As I was walking among the fires of hell, de"
mhh.i.illbk.06,mhh.f.illbk.06,"lighted with the enjoyments of Genius; which to An- <br>-gels look like torment and insanity. I collected some <br>of their Proverbs"
mhh.i.illbk.06,mhh.f.illbk.06,"thinking that as the sayings used <br>in a nation, mark its character, so the Proverbs of <br>Hell, shew the nature of Infernal wisdom better <br>than any description of buildings or garments"
mhh.i.illbk.06,mhh.f.illbk.06,"When I came home; on the abyss of the five sen- <br>-ses. where a flat sided steep frowns over the pre- <br>-sent world. I saw a mighty Devil folded in black <br>clouds, hovering on the sides of the rock, with cor-<br>HOW ro"
mhh.i.illbk.06,mhh.c.illbk.06,"ah fell, & formed a heaven of what he stole from the <br>Abyss<br>This is shewn in the Gospel, where he prays to the <br>Father to send the comforter or Desire that Reason <br>may have Ideas to build on, the Jehovah of the Bible <br>being no other than he  who dwells in flaming fire"
mhh.i.illbk.06,mhh.c.illbk.06,"Know that after Christs death, he became Jehovah.<br>But in Milton; the Father is Destiny, the Son, a<br>Ratio of the five senses. & the Holy"
mhh.i.illbk.06,mhh.c.illbk.06,"ghost, Vacuum!<br>Note. The reason Milton wrote in fetters when <br>he wrote of Angels & God, and at liberty when of <br>Devils & Hell, is because he was a true Poet and <br>of the Devils party without knowing it<br>A Memorable Fancy.<br>As I was walking among the fires of hell, de- <br>-lighted with the enjoyments of Genius; which to An- <br>-gels look like torment and insanity. I collected some <br>of their Proverbs"
mhh.i.illbk.06,mhh.c.illbk.06,"thinking that as the sayings used <br>in a nation, mark its character, so the Proverbs of <br>Hell, shew the nature of Infernal wisdom better <br>than any description of buildings or garments"
mhh.i.illbk.06,mhh.c.illbk.06,"When I came home; on the abyss of the five sen- <br>-ses, where a flat sided steep frowns over the pre- <br>-sent world, I saw a mighty Devil folded in black <br>clouds, hovering on the sides of the rock, with cor-<br>HOW ro"
mhh.i.illbk.06,mhh.b.illbk.06,"ah fell. & formed a heaven of what he stole from the <br>Abyss<br>This is shewn in the Gospel, where he prays to the <br>Father to send the comforter or Desire that Reason <br>may have Ideas to build on, the Jehovah of the Bible <br>being no other than he  who dwells in flaming fire,<br>Know that after Christs death, he became Jehovah.<br>But in Milton; the Father is Destiny, the Son, a<br>Ratio of the five senses. & the Holy"
mhh.i.illbk.06,mhh.b.illbk.06,"ghost, Vacuum!<br>Note. The reason Milton wrote in fetters when <br>he wrote of Angels & God, and at liberty when of <br>Devils & Hell, is because he was a true Poet and <br>of the Devils party without knowing it<br>A Memorable Fancy.<br>As I was walking among the fires of hell, de- <br>-lighted with the enjoyments of Genius; which to An"
mhh.i.illbk.06,mhh.b.illbk.06,"gels look like torment and insanity. I collected some <br>of their Proverbs"
mhh.i.illbk.06,mhh.b.illbk.06,"thinking that as the sayings used <br>in a nation, mark its character, so the Proverbs of <br>Hell, shew the nature of Infernal wisdom better <br>than any description of buildings or garments"
mhh.i.illbk.06,mhh.b.illbk.06,"When I came home; on the abyss of the five sen- <br>-ses. where a flat sided steep frowns over the pre- <br>-sent world. I saw a mighty Devil folded in black <br>clouds, hovering on the sides of the rock, with cor-<br>HOW ro"
s-los.d.illbk.02,s-los.b.illbk.02,"THE<br>SONG of<br>LOS<br>Lambeth Printed by W Blake 1795"
s-los.d.illbk.02,s-los.e.illbk.02,"SONG of<br>LOS<br>Lambeth Printed by W Blake 1795"
s-los.d.illbk.02,s-los.c.illbk.03,"SONG of<br>LOS<br>Lambeth Printed by W Blake 1795"
s-los.d.illbk.02,s-los.a.illbk.02,"SONG of<br>LOS<br>Lambeth Printed by W Blake 1795"
mhh.h.illbk.23,mhh.k.illbk.03,"greatest men best, those who envy or calumniate <br>great men hate God, for there is no other God. <br>The Angel hearing this became almost blue <br>but mastering himself he grew yellow, & at last <br>white pink & smiling, and then replied, <br>Thou Idolater, is not God One? & is not he <br>visible in Jesus Christ? and has not Jesus Christ <br>given his sanction to the law of ten commandments <br>and are not all other men fools. sinners, & nothings? <br>The Devil answer'd; bray a fool in a morter with <br>wheat. yet shall not his folly be beaten out of him: <br>if Jesus Christ is the greatest man, you ought to <br>love him in the greatest degree; now hear how he <br>has given his sanction to the law of ten command"
mhh.h.illbk.23,mhh.k.illbk.03,given his sanction to the law of ten command
mhh.h.illbk.23,mhh.k.illbk.03,given his sanction to the law of ten command
mhh.h.illbk.23,mhh.k.illbk.03,"did he not mock at the sabbath, and so <br>mock the sabbaths God? murder those who were <br>murderd because of him? turn away the law from <br>the woman taken in adultery? steal the labor of <br>others to support him? bear false witness when <br>he omitted making a defence before Pilate? covet <br>when he pray'd for his disciples, and when he bid <br>them shake off the dust of their feet against such <br>as refused to lodge them? I tell you, no virtue <br>can exist without breaking these ten command"
mhh.h.illbk.23,mhh.k.illbk.03,"ments; Jesus was all virtue, and acted from im- <br>-pulse"
mhh.h.illbk.23,mhh.f.illbk.23,"greatest men best, those who envy or calumniate <br>great men hate God, for there is no other God. <br>The Angel hearing this became almost blue <br>but mastering himself he grew yellow, & at last <br>white pink & smiling. and then replied, <br>Thou Idolater, is not God One? & is not he <br>visible in Jesus Christ? and has not Jesus Christ <br>given his sanction to the law of ten commandments <br>and are not all other men fools. sinners, & nothings? <br>The Devil answer'd; bray a fool in a morter with <br>wheat. yet shall not his folly be beaten out of him: <br>if Jesus Christ is the greatest man, you ought to <br>love him in the greatest degree; now hear how he <br>has given his sanction to the law of ten command- <br>ments"
mhh.h.illbk.23,mhh.f.illbk.23,given his sanction to the law of ten command
mhh.h.illbk.23,mhh.f.illbk.23,given his sanction to the law of ten command
mhh.h.illbk.23,mhh.f.illbk.23,"did he not mock at the sabbath, and so <br>mock the sabbaths God? murder those who were <br>murderd because of him? turn away the law from <br>the woman taken in adultery? steal the labor of <br>others to support him? bear false witness when <br>he omitted making a defence before Pilate? covet <br>when he pray'd for his disciples, and when he bid <br>them shake off the dust of their feet against such <br>as refused to lodge them? I tell you, no virtue <br>can exist without breaking these ten command"
mhh.h.illbk.23,mhh.f.illbk.23,"Jesus was all virtue, and acted from im- <br>-pulse"
mhh.h.illbk.23,mhh.e.illbk.23,"greatest men best, those who envy or calumniate <br>great men hate God, for there is no other God. <br>The Angel hearing this became almost blue <br>but mastering himself he grew yellow, & at last <br>white pink & smiling. and then replied, <br>Thou Idolater, is not God One? & is not he <br>visible in Jesus Christ? and has not Jesus Christ <br>given his sanction to the law of ten commandments <br>and are not all other men fools. sinners, & nothings? <br>The Devil answer'd; bray a fool in a morter with <br>wheat. yet"
mhh.h.illbk.23,mhh.e.illbk.23,given his sanction to the law of ten command
mhh.h.illbk.23,mhh.e.illbk.23,"shall not his folly be beaten out of him: <br>if Jesus Christ is the greatest man, you ought to <br>love him in the greatest degree; now hear how he <br>has given his sanction to the law of ten command- <br>ments"
mhh.h.illbk.23,mhh.e.illbk.23,given his sanction to the law of ten command
mhh.h.illbk.23,mhh.e.illbk.23,"did he not mock at the sabbath, and so <br>mock the sabbaths God? murder those who were <br>murderd because of him? turn away the law from <br>the woman taken in adultery? steal the labor of <br>others to support him? bear false witness when <br>he omitted making a defence before Pilate? covet <br>when he pray'd for his disciples, and when he bid <br>them shake off the dust of their feet against such <br>as refused to lodge them? I tell you, no virtue <br>can exist without breaking these ten command"
mhh.h.illbk.23,mhh.e.illbk.23,"Jesus was all virtue, and acted from im- <br>-pulse"
mhh.h.illbk.23,mhh.i.illbk.23,"23<br>greatest men best, those who envy or calumniate <br>great men hate God, for there is no other God. <br>The Angel hearing this became almost blue <br>but mastering himself he grew yellow, & at last <br>white pink & smiling. and then replied, <br>Thou Idolater, is not God One? & is not he <br>visible in Jesus Christ? and has not Jesus Christ <br>given his sanction to the law of ten commandments <br>and are not all other men fools. sinners, & nothings"
mhh.h.illbk.23,mhh.i.illbk.23,given his sanction to the law of ten command
mhh.h.illbk.23,mhh.i.illbk.23,"The Devil answer'd; bray a fool in a morter with <br>wheat, yet shall not his folly be beaten out of him: <br>if Jesus Christ is the greatest man, you ought to <br>love him in the greatest degree; now hear how he <br>has given his sanction to the law of ten command- <br>ments"
mhh.h.illbk.23,mhh.i.illbk.23,given his sanction to the law of ten command
mhh.h.illbk.23,mhh.i.illbk.23,"did he not mock at the sabbath, and so <br>mock the sabbaths God? murder those who were <br>murderd because of him? turn away the law from <br>the woman taken in adultery? steal the labor of <br>others to support him? bear false witness when <br>he omitted making a defence before Pilate? covet <br>when he pray'd for his disciples, and when he bid <br>them shake off the dust of their feet against suc"
mhh.h.illbk.23,mhh.i.illbk.23,"as refused to lodge them? I tell you, no virtue <br>can exist without breaking these ten command"
mhh.h.illbk.23,mhh.i.illbk.23,"Jesus was all virtue, and acted from im- <br>-pulse"
mhh.h.illbk.23,mhh.d.illbk.23,"23<br>greatest men best, those who envy or calumniate <br>great men hate God, for there is no other God. <br>The Angel hearing this became almost blue <br>but mastering himself he grew yellow, & at last <br>white pink & smiling. and then replied, <br>Thou Idolater, is not God One? & is not he <br>visible in Jesus Christ? and has not Jesus Christ <br>given his sanction to the law of ten commandments <br>and are not all other men fools. sinners, & nothings? <br>The Devil answer'd; bray a fool in a morter with <br>wheat, yet shall not his folly be beaten out of him: <br>if Jesus Christ is the greatest man, you ought to <br>love him in the greatest degree; now hear how he <br>has given his sanction to the law of ten command"
mhh.h.illbk.23,mhh.d.illbk.23,given his sanction to the law of ten command
mhh.h.illbk.23,mhh.d.illbk.23,given his sanction to the law of ten command
mhh.h.illbk.23,mhh.d.illbk.23,"did he not mock at the sabbath, and so <br>mock the sabbaths God? murder those who were <br>murderd because of him? turn away the law from <br>the woman taken in adultery? steal the labor of <br>others to support him? bear false witness when <br>he omitted making a defence before Pilate? covet <br>when he pray'd for his disciples, and when he bid <br>them shake off the dust of their feet against such <br>as refused to lodge them? I tell you, no virtue <br>can exist without breaking these ten command"
mhh.h.illbk.23,mhh.d.illbk.23,"Jesus was all virtue, and acted from im- <br>-pulse"
