primary_desc_id,match_desc_id,fragment
america.i.illbk.18,america.o.illbk.18,"Over the hills, the vales, the cities, rage the red flames fierce;<br>The Heavens melted from north to south; and Urizen who sat<br>Above all heavens in thunders wrap'd, emerg'd his leprous head,<br>From out his holy shrine, his tears in deluge piteous<br>Falling into the deep sublime! flag'd with grey-brow'd snows<br>And thunderous visages, his jealous wings wav'd over the deep;<br>Weeping in dismal howling woe he dark descended howling<br>Around the smitten bands, clothed in tears & trembling shudd'ring cold"
america.i.illbk.18,america.o.illbk.18,"His stored snows he poured forth, and his icy magazines<br>He open'd on the deep. and on the Atlantic sea white shiv'ring.<br>Leprous his limbs, all over white, and hoary was his visage,<br>Weeping in dismal howlings before the stern Americans<br>Hiding the Demon red with clouds & cold mists from the earth"
america.i.illbk.18,america.o.illbk.18,Till Angels & weak men twelve years should govern o'er the strong
america.i.illbk.18,america.o.illbk.18,"And then their end should come, when France reciev'd the Demons light.<br>Stiff shudderings shook the heav'nly thrones! France Spain & Italy,<br>In terror view'd the bands of Albion, and the ancient Guardians<br>Fainting upon the elements, smitten with their own plagues<br>They slow advance to shut the five gates of their law-built heaven<br>Filled with blasting fancies and with mildews of despair <br>With fierce disease and lust, unable to stem the fires of Orc;<br>But the five gates were consum'd, & their bolts and hinges melted<br>And the fierce flames burnt round the heavens, & round the abodes of<br>men"
america.f.illbk.11,america.i.illbk.11,Sound! sound! my loud war-trumpets & alarm my thirteen Angels!<br>Loud howls the eternal Wolf
america.f.illbk.11,america.i.illbk.11,Sound! sound! my loud war-trumpets & alarm my thirteen Angels
america.f.illbk.11,america.i.illbk.11,Sound! sound! my loud war trumpets & alarm my thirteen Angels
america.f.illbk.11,america.i.illbk.11,"Sound! sound! my loud war-trumpets & alarm my Thirteen Angels!<br>Loud howls the eternal Wolf! the eternal Lion lashes his tail!<br>America is darkned; and my punishing Demons terrified<br>Crouch howling before their caverns deep like skins dry'd in the wind,<br>They cannot smite the wheat, nor quench the fatness of the earth.<br>They cannot smite with sorrows, nor subdue the plow and spade,<br>They cannot wall the city, nor moat round the castle of princes,<br>They cannot bring the stubbed oak to overgrow the hills.<br>For terrible men stand on the shores, & in their robes I see<br>Children take shelter from the lightnings, there stands Washington<br>And Paine and Warren with their foreheads reard toward the east<br>But clouds obscure my aged sight. A vision from afar!<br>Sound! sound! my loud war-trumpets & alarm my thirteen Angels"
america.f.illbk.11,america.i.illbk.11,the eternal Lion lashes his tail
america.f.illbk.11,america.i.illbk.11,Sound! sound! my loud war-trumpets & alarm my Thirteen Angels
america.f.illbk.11,america.i.illbk.11,Sound! sound! my loud war-trumpets & alarm my thirteen Angels
america.f.illbk.11,america.i.illbk.11,Sound! sound! my loud war trumpets & alarm my thirteen Angels
america.f.illbk.11,america.i.illbk.11,"Ah vision from afar! Ah rebel form that rent the ancient<br>Heavens! Eternal Viper self-renew'd, rolling in clouds<br>I see thee in thick clouds and darkness on America's shore,<br>Writhing in pangs of abhorred birth; red flames the crest rebellious<br>And eyes of death; the harlot womb oft opened in vain<br>Heaves in enormous circles, now the times are return'd upon thee,<br>Devourer of thy parent, now thy unutterable torment renews. <br>Sound! sound! my loud war trumpets & alarm my thirteen Angels,<br>Ah terrible birth! a young one bursting! where is the weeping mouth?<br>And where the mother"
america.f.illbk.11,america.i.illbk.11,Sound! sound! my loud war-trumpets & alarm my thirteen Angels
america.f.illbk.11,america.i.illbk.11,Sound! sound! my loud war-trumpets & alarm my thirteen Angels
america.f.illbk.11,america.i.illbk.11,Sound! sound! my loud war-trumpets & alarm my Thirteen Angels
america.f.illbk.11,america.i.illbk.11,s milk? instead those ever-hissing jaws<br>And parched lips drop with fresh gore; now roll thou in the clouds<br>Thy mother lays her length outstretch'd upon the shore beneath.<br>Sound! sound! my loud war-trumpets & alarm my thirteen Angels!<br>Loud howls the eternal Wolf: the eternal Lion lashes his tail
america.f.illbk.11,america.i.illbk.11,Sound! sound! my loud war trumpets & alarm my thirteen Angels
america.f.illbk.11,america.i.illbk.11,Sound! sound! my loud war-trumpets & alarm my thirteen Angels
america.f.illbk.11,america.i.illbk.11,Sound! sound! my loud war-trumpets & alarm my Thirteen Angels!<br>Loud howls the eternal Wolf
america.f.illbk.11,america.i.illbk.11,the eternal Lion lashes his tail
urizen.f.illbk.16,urizen.d.illbk.14,the globe of life blood trembl
urizen.f.illbk.16,urizen.c.illbk.13,the globe of life blood trembl
urizen.f.illbk.16,urizen.a.illbk.20,the globe of life blood trembl
urizen.f.illbk.16,urizen.b.illbk.16,the globe of life blood trembl
urizen.f.illbk.16,urizen.f.illbk.15,the globe of life blood trembl
urizen.f.illbk.16,urizen.g.illbk.16,the globe of life blood trembl
bb515.1.comb.13,bb515.1.comb.14,WB<br>Pubd. June 27th. 1796 by R. Edwards No. 142 New Bond Street
bb515.1.comb.13,bb515.2.comb.14,WB<br>Pubd. June 27th. 1796 by R. Edwards No. 142 New Bond Street
songsie.f.illbk.25,bb74.1.ms.14,on a holy thursday their innocent faces clean<br>The children walking two & two in
songsie.f.illbk.25,bb74.1.ms.14,walkd before with wands as white as
songsie.f.illbk.25,bb74.1.ms.14,thames waters flow<br>O what a multitude they
songsie.f.illbk.25,bb74.1.ms.14,these flowers of London town<br>Seated in companies they sit
songsie.f.illbk.25,bb74.1.ms.14,with radiance all their own<br>The hum of multitudes w
songsie.f.illbk.25,bb74.1.ms.14,s raising their innocent hands
songsie.f.illbk.25,bb74.1.ms.14,like a mighty wind they raise to
songsie.f.illbk.25,bb74.1.ms.14,like a mighty wind they raise to
songsie.f.illbk.25,bb74.1.ms.14,Or like harmonious thunderings the seats of
songsie.f.illbk.25,bb74.1.ms.14,Or like harmonious thunderings the seats of
songsie.f.illbk.25,bb74.1.ms.14,lest you drive an angel from your door
bb421.1.spb.09,bb421.1.spb.18,"London, Published as the Act directs March 8: 1825 by"
bb421.1.spb.09,bb421.1.spb.21,London. Published as the Act directs March 8: 1825
bb421.1.spb.09,bb421.1.spb.21,William Blake N 3 Fountain Court Strand<br>Proof
bb421.1.spb.09,bb421.1.spb.14,Published as the Act directs March 8: 1825 by
bb421.1.spb.09,bb421.1.spb.14,Blake N 3 Fountain Court Strand<br>Proof
bb421.1.spb.09,bb421.1.spb.03,London. Published as the Act directs
bb421.1.spb.09,bb421.1.spb.12,London. Published as the Act directs March 8: 1825
bb421.1.spb.09,bb421.1.spb.12,William Blake N 3 Fountain Court Strand<br>Proof
bb421.1.spb.09,bb421.1.spb.15,Published as the Act directs March 8: 1825 by. William Blake N
bb421.1.spb.09,bb421.1.spb.11,"London, Published as the Act directs March 8: 1825 by"
bb421.1.spb.09,bb421.1.spb.11,William Blake N 3 Fountain Court Strand<br>Proof
bb421.1.spb.09,bb421.1.spb.17,Published as the Act directs March 8: 1825 by
bb421.1.spb.09,bb421.1.spb.17,m Blake N 3 Fountain Court Strand<br>Proof
bb421.1.spb.09,bb421.1.spb.05,"London, Published as the Act directs March 8: 1825 by"
bb421.1.spb.09,bb421.1.spb.16,London. Published as the Act directs March 8: 1825 by
bb421.1.spb.09,bb421.1.spb.16,m Blake N 3 Fountain Court Strand<br>Proof
bb421.1.spb.09,bb421.1.spb.13,London. Published as the Act directs March 8: 1825 by
mhh.c.illbk.09,mhh.g.illbk.16,the weak in courage is strong in cunning
mhh.c.illbk.09,mhh.i.illbk.16,the weak in courage is strong in cunning
mhh.c.illbk.09,mhh.e.illbk.16,the weak in courage is strong in cunning
milton.a.illbk.14,milton.a.illbk.12,The Seven Angels of the Presence
milton.a.illbk.14,milton.d.illbk.22,the Seven Angels of the Presence
milton.a.illbk.14,milton.b.illbk.18,the Seven Angels of the Presence
milton.a.illbk.14,milton.a.illbk.18,the Seven Angels of the Presence
milton.a.illbk.14,milton.c.illbk.21,the Seven Angels of the Presence
milton.a.illbk.14,milton.c.illbk.35,the Seven Angels of the Presence
milton.a.illbk.14,milton.d.illbk.15,The Seven Angels of the Presence
milton.a.illbk.14,milton.b.illbk.12,The Seven Angels of the Presence
milton.a.illbk.14,milton.c.illbk.14,The Seven Angels of the Presence
milton.a.illbk.14,milton.d.illbk.35,the Seven Angels of the Presence
milton.d.illbk.29,jerusalem.e.illbk.13,the cogs of the adverse wheel.<br>T
lt12april1827.1.ltr.02,jerusalem.e.illbk.27,Jerusalem the Emanation of the Giant Albion
lt12april1827.1.ltr.02,jerusalem.e.illbk.27,the Emanation of the Giant Albion
jerusalem.e.illbk.34,jerusalem.e.illbk.36,fled; they became what they beheld
jerusalem.e.illbk.34,jerusalem.e.illbk.56,What may Man be? who can tell! But what may Woman be?<br>To have power over Man from Cradle to corruptible Grave
jerusalem.e.illbk.34,jerusalem.e.illbk.58,the Daughters of Albion divide
vda.j.illbk.11,mhh.c.illbk.27,For every thing that lives is Holy
vda.j.illbk.11,mhh.f.illbk.27,For every thing that lives is Holy
vda.j.illbk.11,mhh.l.illbk.03,For every thing that lives is Holy
vda.j.illbk.11,mhh.h.illbk.27,For every thing that lives is Holy
vda.j.illbk.11,mhh.b.illbk.27,For every thing that lives is Holy
vda.j.illbk.11,mhh.g.illbk.27,For every thing that lives is Holy
vda.j.illbk.11,mhh.i.illbk.27,For every thing that lives is Holy
vda.j.illbk.11,mhh.d.illbk.27,For every thing that lives is Holy
vda.j.illbk.11,mhh.e.illbk.27,For every thing that lives is Holy
milton.d.illbk.22,milton.d.illbk.25,an old Prophecy in Eden recorded
milton.d.illbk.22,milton.d.illbk.25,That Milton of the land of Albion
milton.d.illbk.22,milton.a.illbk.12,The Seven Angels of the Presence
milton.d.illbk.22,milton.c.illbk.24,an old Prophecy in Eden recorded
milton.d.illbk.22,milton.c.illbk.24,That Milton of the land of Albion
milton.d.illbk.22,milton.b.illbk.14,the Seven Angels of the Presence
milton.d.illbk.22,milton.a.illbk.14,the Seven Angels of the Presence
milton.d.illbk.22,jerusalem.e.illbk.53,is the Spiritual Fourfold<br>London
milton.d.illbk.22,milton.d.illbk.17,the Seven Angels of the Presence
milton.d.illbk.22,milton.b.illbk.22,an old Prophecy in Eden recorded
milton.d.illbk.22,milton.b.illbk.22,That Milton of the land of Albion
milton.d.illbk.22,milton.c.illbk.35,the Seven Angels of the Presence
milton.d.illbk.22,milton.d.illbk.15,The Seven Angels of the Presence
milton.d.illbk.22,milton.b.illbk.12,The Seven Angels of the Presence
milton.d.illbk.22,milton.c.illbk.14,The Seven Angels of the Presence
milton.d.illbk.22,milton.a.illbk.22,an old Prophecy in Eden recorded
milton.d.illbk.22,milton.a.illbk.22,That Milton of the land of Albion
milton.d.illbk.22,milton.c.illbk.16,the Seven Angels of the Presence
milton.d.illbk.22,milton.d.illbk.35,the Seven Angels of the Presence
bb514.3.comb.02,bb514.2.comb.03,"Published by J. Johnson, Septr. 1, 1791"
bb514.3.comb.02,bb514.3.comb.04,"Published by J. Johnson, Septr. 1. 1791"
bb514.3.comb.02,bb514.2.comb.02,"The Dog strove to attract his attention.__<br>He said, Thou wilt not leave me"
bb514.3.comb.02,bb514.2.comb.02,"Published by J. Johnson, Septr. 1, 1791"
bb514.3.comb.02,bb514.2.comb.04,"Published by J. Johnson, Septr. 1, 1791"
bb514.3.comb.02,bb514.2.comb.06,"Published by J. Johnson, Septr. 1, 1791"
bb514.3.comb.02,bb514.3.comb.06,"Published by J. Johnson, Septr. 1, 1791"
bb514.3.comb.02,bb514.3.comb.05,"Published by J. Johnson, Septr. 1, 1791"
bb514.3.comb.02,bb514.3.comb.03,"Published by J. Johnson, Septr. 1, 1791"
bb514.3.comb.02,bb514.2.comb.05,"Published by J. Johnson, Septr. 1, 1791"
bb499.2.comeng.08,bb499.2.comeng.05,"London, Published Dec.r 2.d 1793, by J. Johnson, St. Paul's Church Yard"
bb499.2.comeng.08,bb499.2.comeng.01,"London, Published Dec.r 2.d 1793, by J. Johnson, St. Paul's Church Yard"
bb499.2.comeng.08,bb499.1.comeng.14,"London. Published Dec.r 2.d 1793, by J. Johnson, St. Paul's Church Yard"
bb499.2.comeng.08,bb499.1.comeng.06,"London, Published Dec.r 2.d 1793, by J. Johnson, St. Paul's Church Yard"
bb499.2.comeng.08,bb499.2.comeng.07,"London, Published Dec.r 2.d 1793, by J. Johnson, St. Paul's Church Yard"
bb499.2.comeng.08,bb499.2.comeng.14,"London. Published Dec.r 2.d 1793, by J. Johnson, St. Paul's Church Yard"
bb499.2.comeng.08,bb499.2.comeng.06,"London, Published Dec.r 2.d 1793, by J. Johnson, St. Paul's Church Yard"
bb499.2.comeng.08,bb499.1.comeng.05,"London, Published Dec.r 2.d 1793, by J. Johnson, St. Paul's Church Yard"
bb499.2.comeng.08,bb499.1.comeng.01,"London, Published Dec.r 2.d 1793, by J. Johnson, St. Paul's Church Yard"
bb499.2.comeng.08,bb499.1.comeng.07,"London, Published Dec.r 2.d 1793, by J. Johnson, St. Paul's Church Yard"
bb499.2.comeng.08,bb499.2.comeng.12,"by J. Johnson, St. Paul's Church Yard"
bb499.2.comeng.08,bb499.1.comeng.12,"by J. Johnson, St. Paul's Church Yard"
lt27april1804.1.ltr.01,lt14jan1804.1.ltr.01,To<br>William Hayley Esqre<br>Felpham
lt27april1804.1.ltr.01,lt7aug1804.1.ltr.01,To<br>William Hayley Esqre<br>Felpham near<br>Chichester<br>Sussex
lt27april1804.1.ltr.01,lt4dec1804.1.ltr.01,To<br>William Hayley Esqre<br>Felpham near Chichester<br>Sussex
lt27april1804.1.ltr.01,lt7april1804.1.ltr.01,To<br>William Hayley Esqre<br>Felpham near Chichester<br>Sussex
lt27april1804.1.ltr.01,lt27jan1804.1.ltr.01,To<br>William Hayley Esqre<br>Felpham near<br>Chichester<br>Sussex
lt27april1804.1.ltr.01,lt12march1804.1.ltr.01,To<br>William Hayley Esqre<br>Felpham near<br>Chichester<br>Sussex
lt27april1804.1.ltr.01,lt22june1804.1.ltr.01,re<br>Felpham near<br>Chichester<br>Sussex
lt27april1804.1.ltr.01,lt22march1805.1.ltr.01,To<br>William Hayley Esqre<br>Felpham near Chichester<br>Sussex
bb515.2.comb.07,bb515.2.comb.06,"Pubd. June 27th. 1796, by R. Edwards, No. 142 New Bond Street"
bb515.2.comb.07,bb515.2.comb.01,"Pubd. June 27th. 1796, by R. Edwards, No. 142 New Bond Street"
bb515.2.comb.07,bb515.2.comb.03,"27th. 1796, by R. Edwards, No. 142 New Bond Street"
bb515.2.comb.07,bb515.1.comb.02,"Pubd. June 27th. 1796, by R. Edwards, No. 142 New Bond Street"
bb515.2.comb.07,bb515.1.comb.03,"27th. 1796, by R. Edwards, No. 142 New Bond Street"
bb515.2.comb.07,bb515.1.comb.08,"Pubd. June 27th. 1796, by R. Edwards, No. 142 New Bond Street"
bb515.2.comb.07,bb515.1.comb.06,"Pubd. June 27th. 1796, by R. Edwards, No. 142 New Bond Street"
bb515.2.comb.07,bb515.2.comb.02,"Pubd. June 27th. 1796, by R. Edwards, No. 142 New Bond Street"
bb515.2.comb.07,bb515.1.comb.11,"Pubd. June 27th. 1796, by R. Edwards, No. 142 New Bond Street"
bb515.2.comb.07,bb515.2.comb.11,"Pubd. June 27th. 1796, by R. Edwards, No. 142 New Bond Street"
bb515.2.comb.07,bb515.1.comb.01,"Pubd. June 27th. 1796, by R. Edwards, No. 142 New Bond Street"
bb515.2.comb.07,bb515.2.comb.19,"WB<br>Pubd. June 27th. 1796, by R. Edwards, No. 142 New Bond Street"
bb515.2.comb.07,bb515.2.comb.08,"Pubd. June 27th. 1796, by R. Edwards, No. 142 New Bond Street"
bb515.2.comb.07,bb515.1.comb.19,"WB<br>Pubd. June 27th. 1796, by R. Edwards, No. 142 New Bond Street"
milton.b.illbk.06,jerusalem.e.illbk.30,Upon the Mountains of Albion a
milton.b.illbk.06,jerusalem.e.illbk.09,"That he who will not defend Truth, may be compell"
america.b.illbk.09,america.i.illbk.09,"In thunders ends the voice. Then Albions Angel wrathful burnt<br>Beside the Stone of Night; and like the Eternal Lions howl<br>In famine & war. reply'd. Art thou not Orc, who serpent-form'd<br>Stands at the gate of Enitharmon to devour her children;<br>Blasphemous Demon, Antichrist, hater of Dignities; <br>Lover of wild rebellion. and transgresser of Gods Law;<br>Why dost thou come to Angels eyes in this terrific form"
bb74.1.ms.10,bb74.1.ms.11,I ask the Gods no more<br>no more no more
bb74.1.ms.10,bb74.1.ms.04,I ask the Gods no more<br>No more No more
america.b.illbk.12,mhh.l.illbk.01,now barr'd out by the atlantic sea
america.b.illbk.12,mhh.b.illbk.25,now barr'd out by the atlantic sea
america.b.illbk.12,mhh.c.illbk.25,now barr'd out by the atlantic sea
america.b.illbk.12,mhh.h.illbk.25,now barr'd out by the atlantic sea
america.b.illbk.12,america.i.illbk.12,"Thus wept the Angel voice & as he wept the terrible blasts<br>Of trumpets, blew a loud alarm across the Atlantic deep.<br>No trumpets answer; no reply of clarions or of fifes,<br>Silent the Colonies remain and refuse the loud alarm.<br>On those vast shady hills between America & Albions shore;<br>Now barr'd out by the Atlantic sea: call'd Atlantean hills;<br>Because from their bright summits you may pass to the Golden world.<br>An ancient palace, archetype of mighty Emperies,<br>Rears its immortal pinnacles, built in the forest of God<br>By Ariston the king of beauty for his stolen bride,<br>Here on their magic seats the thirteen Angels sat perturb'd"
america.b.illbk.12,america.i.illbk.12,For clouds from the Atlantic hover o'er the solemn roof
jerusalem.e.illbk.53,milton.c.illbk.25,The Bellows are the Animal Lungs
jerusalem.e.illbk.53,milton.d.illbk.22,is the spiritual fourfold London
jerusalem.e.illbk.53,milton.b.illbk.23,The Bellows are the Animal Lungs
jerusalem.e.illbk.53,milton.b.illbk.18,is the spiritual fourfold London
jerusalem.e.illbk.53,jerusalem.e.illbk.78,before his Furnaces clothed in sackcloth of hair
jerusalem.e.illbk.53,milton.a.illbk.23,The Bellows are the Animal Lungs
jerusalem.e.illbk.53,milton.a.illbk.18,is the spiritual fourfold London
jerusalem.e.illbk.53,milton.c.illbk.21,is the spiritual fourfold London
jerusalem.e.illbk.53,jerusalem.e.illbk.16,For the protection of the Twelve Emanations of Albions Sons
jerusalem.e.illbk.53,milton.d.illbk.26,The Bellows are the Animal Lungs
jerusalem.e.illbk.09,milton.b.illbk.06,That he who will not defend Truth. may be compell
jerusalem.e.illbk.09,milton.c.illbk.07,That he who will not defend Truth. may be compell
jerusalem.e.illbk.09,milton.d.illbk.08,That he who will not defend Truth. may be compell
jerusalem.e.illbk.09,jerusalem.e.illbk.55,ted in the Furnaces of Affliction
jerusalem.e.illbk.09,milton.a.illbk.06,That he who will not defend Truth. may be compell
gates-child.d.illbk.12,gates-child.d.illbk.10,Publishd by WBlake 17 May 1793
gates-child.d.illbk.12,gates-child.d.illbk.01,Publishd by WBlake 17 May 1793
gates-child.d.illbk.12,gates-child.d.illbk.04,Publishd by WBlake 17 May 1793
gates-child.d.illbk.12,gates-child.d.illbk.05,Publishd by WBlake 17 May 1793
gates-child.d.illbk.12,gates-sexes.d.illbk.18,Publishd by WBlake 17 May 1793
gates-child.d.illbk.12,gates-sexes.d.illbk.05,Publishd by WBlake 17 May 1793
gates-child.d.illbk.12,gates-child.d.illbk.08,Publishd by WBlake 17 May 1793
gates-child.d.illbk.12,gates-sexes.d.illbk.10,Publishd by WBlake 17 May 1793
gates-child.d.illbk.12,gates-sexes.d.illbk.08,Publishd by WBlake 17 May 1793
gates-child.d.illbk.12,gates-sexes.d.illbk.04,Publishd by WBlake 17 May 1793
gates-child.d.illbk.12,gates-sexes.d.illbk.01,Publishd by WBlake 17 May 1793
gates-child.d.illbk.12,gates-child.d.illbk.18,Publishd by WBlake 17 May 1793
jerusalem.e.illbk.29,jerusalem.e.illbk.62,a way for my banished-ones to return
jerusalem.e.illbk.29,jerusalem.e.illbk.80,Zion Hills most ancient promontory
jerusalem.e.illbk.29,milton.c.illbk.05,the Gardens of Kensington<br>On Tyburns
jerusalem.e.illbk.29,milton.a.illbk.04,the Gardens of Kensington<br>On Tyburns
jerusalem.e.illbk.29,milton.b.illbk.04,the Gardens of Kensington<br>On Tyburns
jerusalem.e.illbk.29,milton.d.illbk.06,the Gardens of Kensington<br>On Tyburns
bb515.2.comb.16,bb515.2.comb.01,"1796, by R. Edwards, No. 142 New Bond Street"
bb515.2.comb.16,bb515.1.comb.04,"27, 1796, by R. Edwards, No. 142 New Bond Street"
bb515.2.comb.16,bb515.2.comb.17,"inv & sc<br>WB<br>Pubd. June 27. 1796, by R. Edwards, No. 142"
bb515.2.comb.16,bb515.1.comb.09,"WB<br>Pubd. June 27. 1796, by R. Edwards, No. 142"
bb515.2.comb.16,bb515.2.comb.15,"inv & sc<br>WB<br>Pubd. June 27. 1796, by R. Edwards, No. 142 New Bond Street"
bb515.2.comb.16,bb515.1.comb.15,"inv & sc<br>WB<br>Pubd. June 27. 1796, by R. Edwards, No. 142 New Bond Street"
bb515.2.comb.16,bb515.2.comb.12,"27, 1796, by R. Edwards, No. 142 New Bond Street"
bb515.2.comb.16,bb515.2.comb.04,"27, 1796, by R. Edwards, No. 142 New Bond Street"
bb515.2.comb.16,bb515.2.comb.09,"WB<br>Pubd. June 27. 1796, by R. Edwards, No. 142"
bb515.2.comb.16,bb515.1.comb.12,"27, 1796, by R. Edwards, No. 142 New Bond Street"
bb515.2.comb.16,bb515.1.comb.17,"inv & sc<br>WB<br>Pubd. June 27. 1796, by R. Edwards, No. 142"
vda.p.illbk.04,america.i.illbk.10,Because the soul of sweet delight can never
vda.p.illbk.04,america.a.illbk.10,Because the soul of sweet delight can never
vda.p.illbk.04,america.o.illbk.10,Because the soul of sweet delight can never
vda.p.illbk.04,america.m.illbk.10,Because the soul of sweet delight can never
vda.p.illbk.04,america.e.illbk.10,Because the soul of sweet delight can never
vda.p.illbk.04,america.f.illbk.10,Because the soul of sweet delight can never
vda.p.illbk.04,america.b.illbk.10,Because the soul of sweet delight can never
bb499.2.comeng.15,bb499.2.comeng.09,"London, Published Dec.r 2.nd 1793, by J. Johnson, St. Paul"
bb499.2.comeng.15,bb499.2.comeng.04,"London, Published Dec.r 2.nd 1793, by J. Johnson, St. Paul"
bb499.2.comeng.15,bb499.1.comeng.11,"London, Published Dec.r 2.nd 1793, by J. Johnson, St. Paul"
bb499.2.comeng.15,bb499.1.comeng.14,"d 1793, by J. Johnson, St. Paul's Church Yard. <br>7"
bb499.2.comeng.15,bb499.2.comeng.11,"London, Published Dec.r 2.nd 1793, by J. Johnson, St. Paul"
bb499.2.comeng.15,bb499.1.comeng.04,"London, Published Dec.r 2.nd 1793, by J. Johnson, St. Paul"
bb499.2.comeng.15,bb499.1.comeng.09,"London, Published Dec.r 2.nd 1793, by J. Johnson, St. Paul"
bb499.2.comeng.15,bb499.2.comeng.14,"d 1793, by J. Johnson, St. Paul's Church Yard. <br>7"
bb499.2.comeng.15,bb499.1.comeng.01,"d 1793, by J. Johnson, St. Paul's Church Yard. <br>7"
bb499.2.comeng.15,bb499.2.comeng.12,"by J. Johnson, St. Paul's Church Yard"
bb499.2.comeng.15,bb499.1.comeng.12,"by J. Johnson, St. Paul's Church Yard"
america.b.illbk.08,america.i.illbk.08,"The morning comes, the night decays, the watchmen leave <br>their stations;<br>The grave is burst, the spices shed, the linen wrapped up;<br>The bones of death, the cov'ring clay, the sinews shrunk & dry'd.<br>Reviving shake. inspiring move, breathing! awakening!<br>Spring like redeemed captives when their bonds & bars are burst;<br>Let the slave grinding at the mill, run out into the field;<br>Let him look up into the heavens & laugh in the bright air;<br>Let the inchained soul shut up in darkness and in sighing,<br>Whose face has never seen a smile in thirty weary years;<br>Rise and look out, his chains are loose, his dungeon doors are open<br>And let his wife and children return from the opressors scourge;<br>They look behind at every step & believe it is a dream.<br>Singing, The Sun has left his blackness, & has found a fresher morning<br>And the fair Moon rejoices in the clear & cloudless night;<br>For Empire is no more, and now the Lion & Wolf shall cease"
bb456.1.comeng.22,bb456.1.comeng.10,"Published by Longman, Hurst, Rees, Orme & Brown, London, November 1, 1816"
bb456.1.comeng.22,bb456.1.comeng.04,"Published by Longman, Hurst, Rees, Orme & Brown, London, November 1, 1816"
bb456.1.comeng.22,bb456.1.comeng.36,"Elton's Hesiod_Theogony.<br>Published by Longman, Hurst, Rees, Orme"
bb456.1.comeng.22,bb456.1.comeng.05,"Published by Longman, Hurst, Rees, Orme & Brown, London, November 1, 1816"
bb456.1.comeng.22,bb456.1.comeng.27,"Published by Longman, Hurst, Rees, Orme & Brown, London, November 1, 1816"
bb456.1.comeng.22,bb456.1.comeng.34,"Theogony.<br>Published by Longman, Hurst, Rees, Orme"
bb456.1.comeng.22,bb456.1.comeng.11,"Published by Longman, Hurst, Rees, Orme & Brown, London, November 1, 1816"
bb456.1.comeng.22,bb456.1.comeng.03,"Published by Longman, Hurst, Rees, Orme & Brown, London, November 1, 1816"
bb456.1.comeng.22,bb456.1.comeng.25,"Published by Longman, Hurst, Rees, Orme & Brown, London, November 1, 1816"
bb456.1.comeng.22,bb456.1.comeng.28,"Elton's Hesiod_Theogony.<br>Published by Longman, Hurst, Rees, Orme & Brown, London"
bb456.1.comeng.22,bb456.1.comeng.26,"Theogony.<br>Published by Longman, Hurst, Rees, Orme & Brown, London, November 1, 1816"
bb456.1.comeng.22,bb456.1.comeng.30,"H<br>Elton's Hesiod_Theogony.<br>Published by Longman, Hurst, Rees, Orme & Brown, London"
bb456.1.comeng.22,bb456.1.comeng.23,"Elton's Hesiod_Theogony.<br>Published by Longman, Hurst, Rees, Orme & Brown, London, November 1, 1816"
bb456.1.comeng.22,bb456.1.comeng.24,"Elton's Hesiod_Theogony.<br>Published by Longman, Hurst, Rees, Orme & Brown, London"
bb456.1.comeng.22,bb456.1.comeng.32,"Elton's Hesiod_Theogony.<br>Published by Longman, Hurst, Rees, Orme & Brown, London"
bb456.1.comeng.22,bb456.1.comeng.33,"Elton's Hesiod_Theogony.<br>Published by Longman, Hurst, Rees, Orme & Brown, London"
bb456.1.comeng.22,bb456.1.comeng.35,"Theogony.<br>Published by Longman, Hurst, Rees, Orme"
bb456.1.comeng.22,bb456.1.comeng.06,"Published by Longman, Hurst, Rees, Orme & Brown, London, November 1, 1816"
bb456.1.comeng.22,bb456.1.comeng.07,"Published by Longman, Hurst, Rees, Orme & Brown, London, November 1, 1816"
america.b.illbk.13,america.i.illbk.13,"Fiery the Angels rose, & as they rose deep thunder roll'd<br>Around their shores; indignant burning with the fires of Orc<br>And Bostons Angel cried aloud as they flew thro' the dark <br>night,<br>He cried"
america.b.illbk.13,america.i.illbk.13,"Why trembles honesty and like a murderer,<br>Why seeks he refuge from the frowns of his immortal station,<br>Must the generous tremble & leave his joy, to the idle: to<br>the pestilence!<br>That mock him? who commanded this, what God! what Angel!<br>To keep the gen'rous from experience till the ungenerous<br>Are unrestraind performers of the energies of nature;<br>Till pity is become a trade, and generosity a science, <br>That men get rich by, & the sandy desart is giv'n to the strong<br>What God is he, writes laws of peace, & clothes him in a tempest<br>What pitying Angel lusts for tears, and fans himself with sighs<br>What crawling villain preaches abstinence & wraps himself<br>In fat of lambs? no more I follow, no more obedience pay"
bb514.2.comb.02,bb514.2.comb.03,"Published by J. Johnson, Septr. 1, 1791"
bb514.2.comb.02,bb514.3.comb.04,"Published by J. Johnson, Septr. 1. 1791"
bb514.2.comb.02,bb514.3.comb.02,"The Dog strove to attract his attention.__<br>He said, Thou wilt not leave me"
bb514.2.comb.02,bb514.3.comb.02,"Published by J. Johnson, Septr. 1, 1791"
bb514.2.comb.02,bb514.2.comb.04,"Published by J. Johnson, Septr. 1, 1791"
bb514.2.comb.02,bb514.2.comb.06,"Published by J. Johnson, Septr. 1, 1791"
bb514.2.comb.02,bb514.3.comb.06,"Published by J. Johnson, Septr. 1, 1791"
bb514.2.comb.02,bb514.3.comb.05,"Published by J. Johnson, Septr. 1, 1791"
